train/epoch,train/Log Prob,train/KL,train/loss,debug/MSE improvement over random Mean,debug/MSE improvement over random Std,debug/MSE improvement over random Max,debug/MSE improvement over random Min,debug/MSE of random decoding Mean,debug/MSE of random decoding Std,debug/MSE of random decoding Max,debug/MSE of random decoding Min,debug/MSE of reconstruction,test/Log Prob,test/KL,test/loss,beta
107,-2438.7152514648437,64.94696395874024,2443.7892333984373,0.092794046,0.029204817,0.15980263,0.024669118,0.09556569,0.2293673,1.0,0.0,0.002771646,-2460.68427734375,64.59520645141602,2465.7307861328127,0.078125
108,-2437.873994140625,64.90228378295899,2442.944484863281,0.0899456,0.026816262,0.16369514,0.02635165,0.09280656,0.22689909,1.0,0.0,0.002860968,-2459.8230224609374,65.10145874023438,2464.90908203125,0.078125
109,-2438.591325683594,64.849026222229,2443.657658691406,0.09748301,0.027361145,0.1759086,0.03430391,0.09974963,0.22979842,1.0,0.0,0.0022666284,-2458.45302734375,64.56249389648437,2463.49697265625,0.078125
110,-2437.69390625,64.8967493057251,2442.7639672851565,0.09516616,0.023023954,0.1408411,0.044875644,0.10238318,0.2340224,1.0,0.0,0.007217042,-2459.833544921875,64.69029541015625,2464.8874755859374,0.078125
111,-2436.593093261719,64.87248405456543,2441.661267089844,0.08425598,0.02995851,0.15840761,0.031246621,0.08756462,0.22049743,1.0,0.0,0.003308642,-2459.154296875,64.19206314086914,2464.1693115234375,0.078125
112,-2437.4363208007812,64.62421756744385,2442.4851025390626,0.09391448,0.032139797,0.1581971,0.03560189,0.09629932,0.23295552,1.0,0.0,0.002384842,-2462.8350830078125,64.6664047241211,2467.887158203125,0.078125
113,-2437.0558569335935,64.8316493988037,2442.1208447265626,0.0947319,0.031401932,0.1793387,0.038020767,0.10185795,0.23127905,1.0,0.0,0.0071260743,-2459.9629150390624,64.08368606567383,2464.969482421875,0.078125
114,-2437.0842333984374,64.56219219207763,2442.12814453125,0.10038778,0.033360153,0.18723474,0.028741768,0.10734531,0.24333471,1.0,0.0,0.0069575333,-2459.81279296875,64.2255973815918,2464.8303955078127,0.078125
115,-2436.747109375,64.50576068878173,2441.78662109375,0.0903301,0.027869543,0.1542581,0.039332516,0.09343357,0.2295043,1.0,0.0,0.0031034648,-2459.5219482421876,64.59267883300781,2464.56826171875,0.078125
116,-2435.900908203125,64.57907321929932,2440.946142578125,0.09834708,0.029431026,0.18876569,0.04146889,0.10121614,0.23914845,1.0,0.0,0.0028690514,-2459.652294921875,64.34806823730469,2464.6794921875,0.078125
117,-2436.431794433594,64.37272480010986,2441.4609130859376,0.09432298,0.02932537,0.20998721,0.027757173,0.09737655,0.23304786,1.0,0.0,0.0030535772,-2456.9777099609373,63.99494247436523,2461.9773193359374,0.078125
